-9.3553,-0.46
-9.3543,-0.46
-9.3536,-0.46
-9.3532,-0.46
-9.3531,-0.46
-9.3527,-0.46
-9.3521,-0.46
-9.3502,-0.46
-9.3498,-0.46
-9.3485,-0.46
-9.3483,-0.46
-9.3472,-0.46
-9.3466,-0.46
-9.3455,-0.46
-9.3452,-0.46
-9.3451,-0.46
-9.3447,-0.46
-9.3439,-0.46
-9.3435,-0.46
-9.3433,-0.46
-9.3429,-0.46
-9.3428,-0.46
-9.3421,-0.46
-9.3419,-0.46
-9.3416,-0.46
-9.3412,-0.46
-9.3409,-0.46
-9.3407,-0.46
-9.3397,-0.46
-9.3379,-0.46
-9.3363,-0.46
-9.3327,-0.46
-9.3323,-0.46
-9.3322,-0.46
-9.331,-0.46
-9.3291,-0.46
-9.3287,-0.46
-9.3269,-0.46
-9.3244,-0.46
-9.3239,-0.46
-9.3237,-0.46
-9.3233,-0.46
-9.3232,-0.46
-9.3223,-0.46
-9.3216,-0.46
-9.3214,-0.46
-9.3198,-0.46
-9.3178,-0.46
-9.3159,-0.46
-9.3148,-0.46
-9.3133,-0.46
-9.3075,-0.46
-9.3034,-0.46
-9.3027,-0.46
-9.2995,-0.46
-9.2991,-0.46
-9.2954,-0.46
-9.2948,-0.46
-9.291,-0.46
-9.2902,-0.46
-9.2894,-0.46
-9.2892,-0.46
-9.289,-0.46
-9.2885,-0.46
-9.2867,-0.46
-9.2864,-0.46
-9.2863,-0.46
-9.2858,-0.46
-9.2852,-0.46
-9.284,-0.46
-9.2831,-0.46
-9.2804,-0.46
-9.279,-0.46
-9.2786,-0.46
-9.2773,-0.46
-9.2767,-0.46
-9.276,-0.46
-9.274,-0.46
-9.2736,-0.46
-9.2733,-0.46
-9.272,-0.46
-9.271,-0.46
-9.2703,-0.46
-9.27,-0.46
-9.2699,-0.46
-9.2683,-0.46
-9.2678,-0.46
-9.2676,-0.46
-9.2674,-0.46
-9.2657,-0.46
-9.2639,-0.46
-9.2628,-0.46
-9.2616,-0.46
-9.2596,-0.46
-9.2589,-0.46
-9.2571,-0.46
-9.256,-0.46
-9.2528,-0.46
-9.2521,-0.46
-9.2511,-0.46
-9.2507,-0.46
-9.2477,-0.46
-9.2474,-0.46
-9.2467,-0.46
-9.2425,-0.46
-9.2409,-0.46
-9.2382,-0.46
-9.2376,-0.46
-9.237,-0.46
-9.2347,-0.46
-9.2328,-0.46
-9.2272,-0.46
-9.2242,-0.46
-9.2225,-0.46
-9.2215,-0.46
-9.221,-0.46
-9.2206,-0.46
-9.217,-0.46
-9.2158,-0.46
-9.2131,-0.46
-9.2105,-0.46
-9.2079,-0.46
-9.2075,-0.46
-9.2031,-0.46
-9.2026,-0.46
-9.202,-0.46
-9.2012,-0.46
-9.2008,-0.46
-9.2005,-0.46
-9.1993,-0.46
-9.1955,-0.46
-9.1946,-0.46
-9.1906,-0.46
-9.1824,-0.46
-9.1819,-0.46
-9.181,-0.46
-9.1809,-0.46
-9.1797,-0.46
-9.1762,-0.46
-9.1704,-0.46
-9.1668,-0.46
-9.1661,-0.46
-9.165,-0.46
-9.1649,-0.46
-9.1616,-0.46
-9.1491,-0.46
-9.1473,-0.46
-9.1464,-0.46
-9.1435,-0.46
-9.143,-0.46
-9.129,-0.46
-9.1254,-0.46
-9.1216,-0.46
-9.12,-0.46
-9.1186,-0.46
-9.1162,-0.46
-9.1124,-0.46
-9.1089,-0.46
-9.1085,-0.46
-9.097,-0.46
-9.0964,-0.46
-9.083,-0.46
-9.0783,-0.46
-9.0612,-0.46
-9.0599,-0.46
-9.0335,-0.46
-9.0243,-0.46
-9.0221,-0.46
-9.0189,-0.46
-9.0187,-0.46
-9.0169,-0.46
-9.0095,-0.46
-8.9783,-0.46
-8.9738,-0.46
-8.9451,-0.46
-8.9384,-0.46
-8.9123,-0.46
-8.9084,-0.46
-8.893,-0.46
-8.8897,-0.46
